antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'blush stix'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'blotted lip'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'blush stix'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'brow gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'face mask'}),frozenset({'brow gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow gel'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'brow gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow gel'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'brow boss pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss pencil'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'brow boss pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss pencil'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'brow boss pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss pencil'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip mask'}),frozenset({'brow boss pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss pencil'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'brow boss pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss pencil'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'brow boss pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss pencil'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'brow boss pencil'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'byob'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'byob'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'brow boss gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss gel'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'byob'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'byob'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'brow gel'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'brow gel'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'brow boss gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip mask'}),frozenset({'brow gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow pencil'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'brow pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow pencil'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'brow pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow pencil'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip mask'}),frozenset({'brow pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow pencil'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'brow pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow pencil'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'brow pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow pencil'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'brow pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow pencil'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'brow gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow gel'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'brow gel'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'brow gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'byob'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'blush stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'eye cream'}),frozenset({'byob'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'byob'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'brow gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow gel'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'brow boss gel'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'eye cream'}),frozenset({'brow boss pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss gel'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'bronzer stix'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'byob'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'byob'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip mask'}),frozenset({'bronzer stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bronzer stix'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'byob'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'liquid blush'}),frozenset({'byob'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'face mist'}),frozenset({'bronzer stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bronzer stix'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'bronzer stix'}),frozenset({'lip scrub'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'bronzer stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'eye cream'}),frozenset({'bronzer stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'bronzer stix'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'byob'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'brow boss gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'necklace'}),frozenset({'blush stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'blush stix'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'lip scrub'}),frozenset({'bronzer stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'necklace'}),frozenset({'brow pencil'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'liquid blush'}),frozenset({'bronzer stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip mask'}),frozenset({'brow boss gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss gel'}),frozenset({'lip mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'brow boss gel'}),frozenset({'face mist'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'bronzer stix'}),frozenset({'liquid blush'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'bronzer stix'}),frozenset({'necklace'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'necklace'}),frozenset({'bronzer stix'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss gel'}),frozenset({'eye cream'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mist'}),frozenset({'brow boss gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'lip mask'}),frozenset({'byob'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'brow boss gel'}),frozenset({'face mask'}),0.125,0.25,0.125,1.0,4.0,1.0,0.09375,inf,0.8571428571428571,0.5,1.0,0.75
frozenset({'face mask'}),frozenset({'brow boss gel'}),0.25,0.125,0.125,0.5,4.0,1.0,0.09375,1.75,1.0,0.5,0.42857142857142855,0.75
frozenset({'swim'}),frozenset({'shorts'}),0.125,0.375,0.125,1.0,2.6666666666666665,1.0,0.078125,inf,0.7142857142857143,0.3333333333333333,1.0,0.6666666666666666
frozenset({'shorts'}),frozenset({'jumpsuits'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'shorts'}),frozenset({'sweatshirts'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'sweatshirts'}),frozenset({'shorts'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'shorts'}),frozenset({'sweaters'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'jumpsuits'}),frozenset({'shorts'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'swim bottoms'}),frozenset({'shorts'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'shorts'}),frozenset({'bags'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'shorts'}),frozenset({'swim bottoms'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'the chubbsies'}),frozenset({'shorts'}),0.125,0.375,0.125,1.0,2.6666666666666665,1.0,0.078125,inf,0.7142857142857143,0.3333333333333333,1.0,0.6666666666666666
frozenset({'shorts'}),frozenset({'dresses'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'bags'}),frozenset({'shorts'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'pants'}),frozenset({'bags'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'bags'}),frozenset({'pants'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'chubbies sport'}),frozenset({'shorts'}),0.125,0.375,0.125,1.0,2.6666666666666665,1.0,0.078125,inf,0.7142857142857143,0.3333333333333333,1.0,0.6666666666666666
frozenset({'pants'}),frozenset({'outerwear'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'pants'}),frozenset({'jumpsuits'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'jumpsuits'}),frozenset({'pants'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'eyewear'}),frozenset({'pants'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'sweaters'}),frozenset({'shorts'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'dresses'}),frozenset({'shorts'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'pants'}),frozenset({'dresses'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'dresses'}),frozenset({'pants'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'outerwear'}),frozenset({'pants'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'shorts'}),frozenset({'eyewear'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'eyewear'}),frozenset({'shorts'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'pants'}),frozenset({'eyewear'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'performance polo'}),frozenset({'shorts'}),0.125,0.375,0.125,1.0,2.6666666666666665,1.0,0.078125,inf,0.7142857142857143,0.3333333333333333,1.0,0.6666666666666666
frozenset({'sweaters'}),frozenset({'pants'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'pants'}),frozenset({'swim bottoms'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'swim bottoms'}),frozenset({'pants'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'pants'}),frozenset({'sweatshirts'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'pants'}),frozenset({'sweaters'}),0.375,0.25,0.25,0.6666666666666666,2.6666666666666665,1.0,0.15625,2.2499999999999996,1.0,0.6666666666666666,0.5555555555555555,0.8333333333333333
frozenset({'sweatshirts'}),frozenset({'pants'}),0.25,0.375,0.25,1.0,2.6666666666666665,1.0,0.15625,inf,0.8333333333333334,0.6666666666666666,1.0,0.8333333333333333
frozenset({'underwear'}),frozenset({'accessories'}),0.125,0.5,0.125,1.0,2.0,1.0,0.0625,inf,0.5714285714285714,0.25,1.0,0.625
frozenset({'outerwear'}),frozenset({'accessories'}),0.25,0.5,0.25,1.0,2.0,1.0,0.125,inf,0.6666666666666666,0.5,1.0,0.75
frozenset({'swim bottoms'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'accessories'}),frozenset({'gift cards'}),0.5,0.25,0.25,0.5,2.0,1.0,0.125,1.5,1.0,0.5,0.3333333333333333,0.75
frozenset({'lace pack'}),frozenset({'accessories'}),0.125,0.5,0.125,1.0,2.0,1.0,0.0625,inf,0.5714285714285714,0.25,1.0,0.625
frozenset({'sweaters'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'outerwear'}),frozenset({'sweaters'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'socks'}),frozenset({'accessories'}),0.125,0.5,0.125,1.0,2.0,1.0,0.0625,inf,0.5714285714285714,0.25,1.0,0.625
frozenset({'outerwear'}),frozenset({'sweatshirts'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'outerwear'}),frozenset({'swim bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'accessories'}),frozenset({'outerwear'}),0.5,0.25,0.25,0.5,2.0,1.0,0.125,1.5,1.0,0.5,0.3333333333333333,0.75
frozenset({'promotion'}),frozenset({'accessories'}),0.125,0.5,0.125,1.0,2.0,1.0,0.0625,inf,0.5714285714285714,0.25,1.0,0.625
frozenset({'shoes'}),frozenset({'accessories'}),0.125,0.5,0.125,1.0,2.0,1.0,0.0625,inf,0.5714285714285714,0.25,1.0,0.625
frozenset({'sweatshirts'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'gift cards'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'gift cards'}),frozenset({'bags'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'eyewear'}),frozenset({'gift cards'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'outerwear'}),frozenset({'dresses'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'dresses'}),frozenset({'gift cards'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'gift cards'}),frozenset({'dresses'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bottoms'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'outerwear'}),frozenset({'bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'necklace'}),frozenset({'bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bottoms'}),frozenset({'necklace'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bottoms'}),frozenset({'liquid blush'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'liquid blush'}),frozenset({'bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bottoms'}),frozenset({'lip scrub'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'lip scrub'}),frozenset({'bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bottoms'}),frozenset({'lip mask'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'lip mask'}),frozenset({'bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'face mist'}),frozenset({'bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bottoms'}),frozenset({'face mist'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bottoms'}),frozenset({'face mask'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'face mask'}),frozenset({'bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'eye cream'}),frozenset({'bottoms'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'bottoms'}),frozenset({'eye cream'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'dresses'}),frozenset({'outerwear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'gift cards'}),frozenset({'accessories'}),0.25,0.5,0.25,1.0,2.0,1.0,0.125,inf,0.6666666666666666,0.5,1.0,0.75
frozenset({'gift cards'}),frozenset({'eyewear'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
frozenset({'sweaters'}),frozenset({'gift cards'}),0.25,0.25,0.125,0.5,2.0,1.0,0.0625,1.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5
